paper,year,month,title,outlet
w0391,1979,8,"Cross Country Effects of Sterilization, Reserve Currencies and Foreign Exchange Information",2
w0392,1979,8,The Social Security Disability Program and Labor Force Participation,NA
w0393,1979,9,Teenage Unemployment: What is the Problem?,3
w0394,1979,9,"Specific Information, General Information, and Employment Matches Under Uncertainty",2
w0395,1979,10,Adjusting Depreciation in an Inflationary Economy: Indexing versus Acceleration,2
w0396,1979,10,Family Effects in Youth Employment,3
w0397,1979,10,The Duration of Youth Unemployment in West Germany: Some Theoretical Considerations,NA
w0398,1979,10,"Adolescent Health, Family Background, and Preventive Medical Care",3
w0399,1979,10,Teenage Unemployment: Permanent Scars or Temporary Blemishes?,3
w0400,1979,10,The Effect of Unionism on Worker Attachment to Firms,2
w0401,1979,11,Rank-Order Tournaments as Optimum Labor Contracts,1
w0402,1979,11,Analysis of Pension Funding Under Erisa,1
w0403,1979,11,"Inflation, Tax Rules, and the Stock Market",2
w0404,1979,11,The Investment Tax Credit: An Evaluation,NA
w0405,1979,11,Inequality Within and Between Families,1
w0406,1979,11,International Adjustment with Wage Rigidity,2
w0407,1979,11,Dynamic Adjustment and the Demand for International Reserves,2
w0408,1979,11,"Energy Efficiency, User Cost Changes, and the Measurement of Durable Goods Prices",3
w0409,1979,11,Taxation and the Stock Market Valuation of Capital Gains and Dividends: Theory and Empirical Results,2
w0410,1979,11,On Forecasting Interest Rates: An Efficient Markets Perspective,2
w0411,1979,11,What is Labor Supply and Do Taxes Affect It?,1
w0412,1979,11,"The Roles of Monetary, Financial and Fiscal Policy with Rational Expectations",2
w0413,1979,12,Why Do Companies Pay Dividends?,1
w0414,1979,12,A Multicountry Econometric Model,3
w0415,1979,12,The Impact of the Market and the Family on Youth Employment and Labor Supply,2
w0416,1979,12,"An Economic Analysis of the Diet, Growth, and Health of Young Children in the United States",2
w0417,1979,12,"Preventive Care, Care for Children and National Health Insurance",3
w0418,1979,12,Monetary Policy and the 1979 Supply Shock,1
w0419,1980,1,Public Policy Toward Life Saving: Maximize Lives Saved vs. Consumer Sovereignty,2
w0420,1980,1,Strict Liability versus Negligence in a Market Setting,1
w0421,1980,1,An Empirical Model of Labor Supply in a Life Cycle Setting,1
w0422,1980,1,Tax Rules and the Mismanagement of Monetary Policy,1
w0423,1980,1,Sectoral Productivity Slowdown,2
w0424,1980,1,"Risk Shifting, Unemployment Insurance, and Layoffs",1
w0425,1980,1,Planning and Market Structure,3
w0426,1980,1,The Term Structure of the Forward Premium,2
w0427,1980,1,"The ""End-of-Expansion"" Phenomenon in Short-run Productivity Behavior",2
w0428,1980,1,Savings and Taxation,3
w0429,1980,1,"Exchange Rates, Money and Relative Prices: The Dollar-Pound in the 1920's",2
w0430,1980,1,Comparison of Interwar and Postwar Business Cycles: Monetarism Reconsidered,1
w0431,1980,1,Money and the Dispersion of Relative Prices,1
w0432,1980,1,Output Effects of Government Purchases,1
w0433,1980,1,Money and Price Dispersion in the United States,2
w0434,1980,1,R&D and the Productivity Slowdown,1
w0435,1980,1,Government Deficits and Aggregate Demand,2
w0436,1980,1,The Taxation of Exhaustible Resources,3
w0437,1980,1,The International Economy as a Source of and Restraint on United States Inflation,3
w0438,1980,1,An Exploration into the Determinants of Research Intensity,3
w0439,1980,1,Expectations and the Forward Exchange Rate,2
w0440,1980,2,Wage Expectations in the Labor Market: Survey Evidence on Rationality,2
w0441,1980,2,Effect of Minimum Wages on Human Capital Formation,3
w0442,1980,2,Purchasing-Power Annuities: Financial Innovation for Stable Real Retirement Income in an Inflationary Environment,2
w0443,1980,2,Federal Deficit Policy and the Effects of Public Debt Shocks,2
w0444,1980,2,On Estimating the Expected Return on the Market: An Exploratory Investigation,2
w0445,1980,2,The Role of Intergenerational Transfers in Aggregate Capital Accumulation,1
w0446,1980,2,The Evolution of the American Labor Market 1948-1980,3
w0447,1980,2,Mortgage Revenue Bonds: Tax Exemption with a Vengeance,3
w0448,1980,2,The Distribution of the U.S. Capital Stock Between Residential and Industrial Uses,2
w0449,1980,2,Sterilization and Monetary Control under Pegged Exchange Rates: Theory and Evidence,3
w0450,1980,2,Flexible Exchange Rates in the 1970's,1
w0451,1980,2,"Dynamic Aspects of of Children's Health, Intellectual Development, and Family Economic Status",NA
w0452,1980,2,"Exchange Rates, Prices and Money: Lessons from the 1920s",1
w0453,1980,2,Disequilibrium Dynamics with Inventories and Anticipatory Price-Setting: Some Impirical Results,2
w0454,1980,2,An Exploration of the Dynamic Relationship between Health and Cognitive Development in Adolescence,3
w0455,1980,2,A Consistent Characterization of a Near-Century of Price Behavior,1
w0456,1980,2,Do Stock Prices Move Too Much to be Justified by Subsequent Changes in Dividends?,1
w0457,1980,2,Tax Neutrality and the Social Discount Rate: A Suggested Framework,2
w0458,1980,2,Postwar Changes in the American Financial Markets,3
w0459,1980,2,Postwar Macroeconomics: The Evolution of Events and Ideas,3
w0460,1980,2,Inventories in the Keynesian Macro Model,2
w0461,1980,3,"Protectionist Pressures, Imports, and Employment in the United States",2
w0462,1980,3,The Mark III International Transmission Model,3
w0463,1980,3,Resolving Nuisance Disputes: The Simple Economics of Injunctive and Damage Remedies,2
w0464,1980,3,Monetary Accommodation of Supply Shocks under Rational Expectations,2
w0465,1980,4,How Effective Have Fiscal Policies Been in Changing the Distribution of Income and Wealth?,1
w0466,1980,4,Trade Policy as an Input to Development,1
w0467,1980,4,On the Possibility of an Inverse Relationship between Tax Rates and Government Revenues,2
w0468,1980,4,An Index of Inequality: With Applications to Horizontal Equity and Social Mobility,1
w0469,1980,4,Trends in U.S. International Trade and Investment since World War II,3
w0470,1980,4,Accelerating Inflation and the Distribution of Household Savings Incentives,3
w0471,1980,4,Expectations and the Valuation of Shares,NA
w0472,1980,4,"Monetary Stabilization, Intervention and Real Appreciation",3
w0473,1980,4,Exchange Rate Rules and Macroeconomic Stability,1
w0474,1980,4,"The ""Speculative Efficiency"" Hypothesis",2
w0475,1980,5,Interactions Between Inflation and Trade-Regime Objectives in Stabilization Programs,3
w0476,1980,5,Efficiency of Foreign Exchange Markets and Measures of Turbulence,1
w0477,1980,5,Social Security Benefits and the Accumulation of Preretirement Wealth,3
w0478,1980,5,Labor Markets and Evaluations of Vocational Training Programs in the Public High Schools - Toward a Framework for Analysis,2
w0479,1980,5,Interrupted Work Careers,2
w0480,1980,5,Economic Consequences of Unfunded Vested Pension Benefits,2
w0481,1980,6,An Implicit Clientele Test of the Relationship between Taxation and Capital Structure,2
w0482,1980,6,The Location of Overseas Production and Production for Export by U.S. Multinational Firms,2
w0483,1980,6,A Note on the Efficient Design of Investment Incentives,2
w0484,1980,6,Fixed Costs and Labor Supply,1
w0485,1980,6,Imperfect Asset Substitutability and Monetary Policy under Fixed Exchange Rates,2
w0486,1980,6,Economic Growth and the Rise of Service Employment,3
w0487,1980,6,Income Tax Incentives to Promote Saving,2
w0488,1980,6,The Level and Distribution of Economic Well-Being,3
w0489,1980,6,Martingale-Like Behavior of Prices,NA
w0490,1980,6,Intertemporal Substitution and the Business Cycle,1
w0491,1980,6,Components of Manufacturing Inventories,NA
w0492,1980,6,Exchange-Rate Unions and the Volatility of the Dollar,3
w0493,1980,6,Exchange Rate Risk and the Macroeconomics of Exchange Rate Determination,2
w0494,1980,6,"Sterilization and Offsetting Capital Movements: Evidence from West Germany, 1960-1970",NA
w0495,1980,6,"Will the Real Excess Burden Please Stand Up? (Or, Seven Measures in Search of a Concept)",3
w0496,1980,7,Taxation and the Ex-Dividend Day Behavior of Common Stock Prices,NA
w0497,1980,7,Alternative Tax Treatments of the Family: Simulation Methodology and Results,3
w0498,1980,7,Monetary Information and Macroeconomic Fluctuations,3
w0499,1980,7,On the Almost Neutrality of Inflation: Notes on Taxation and the Welfare Costs of Inflation,3
w0500,1980,7,The Transmission of Disturbances under Alternative Exchange-Rate Regimes with Optimal Indexing,1
w0501,1980,7,Adjustment to Variations in Imported Input Prices: The Role of Economic Structure,2
w0502,1980,7,"Irreversibility, Uncertainty, and Cyclical Investment",1
w0503,1980,7,Modeling Price Rigidity or Predicting the Quality of the Good that Clears the Market,2
w0504,1980,7,"Taxes, Saving, and Welfare: Theory and Evidence",2
w0505,1980,7,The Sensitivity of Consumption to Transitory Income: Estimates from Panel Data on Households,1
w0506,1980,7,Does Anticipated Monetary Policy Matter? An Econometric Investigation,1
w0507,1980,7,Are Market Forecasts Rational?,1
w0508,1980,7,State and Local Taxes and the Rate of Return on Nonfinancial Corporate Capital,2
w0509,1980,7,"Pension Funding, Share Prices, and National Saving",2
w0510,1980,7,Distributions of Family Hospital and Physician Expenses,NA
w0511,1980,7,A Model of Firms' Decisions to Export or Produce Abroad,NA
w0512,1980,7,Analyzing the Relation of Unemployment Insurance to Unemployment,2
w0513,1980,7,"Market Wages, Reservation Wages, and Retirement Decisions",2
w0514,1980,7,Demographic Differences in Cyclical Employment Variation,2
w0515,1980,7,Inventories and the Structure of Macro Models,1
w0516,1980,7,"Implications for the Adjustment Process of International Asset Risks: Exchange Controls, Intervention and Policy Risk, and Sovereign Risk",2
w0517,1980,7,Monetary Policy and Long-Term Interest Rates: An Efficient Markets Approach,2
w0518,1980,7,"Anticipated Inflation, the Frequency of Transactions, and the Slope of the Phillips Curve",2
w0519,1980,7,"Labor Market Competition among Youths, White Women, and Others",2
w0520,1980,7,Transition Losses of Partially Mobile Industry-Specific Capital,1
w0521,1980,7,Prices and Market Shares in the International Machinery Trade,2
w0522,1980,7,Import Competition and Macro Economic Adjustment under Wage-Price Rigidity,3
w0523,1980,7,Aggregate Land Rents and Aggregate Transport Costs,2
w0524,1980,7,The Role of Money Supply Shocks in the Short-Run Demand for Money,2
w0525,1980,8,The Relation of Stock Prices to Corporate Earnings Adjusted for Inflation,3
w0526,1980,8,"Inflation, Portfolio Choice, and the Price of Land and Corporate Stock",2
w0527,1980,8,The Optimal Weighting of Indicators for a Crawling Peg,2
w0528,1980,8,The Capitalization of Income Streams and the Effects of Open Market Policy under Fixed Exchange Rates,2
w0529,1980,8,The Historical Evolution of Female Earnings Functions and Occupations,2
w0530,1980,8,Does the Investment Interest Limitation Explain the Existence of Dividends?,2
w0531,1980,8,Policy Decentralization and Exchange Rate Management in Interdependent Economies,3
w0532,1980,8,Microeconomic Aspects of Productivity Growth under Import Substitution: Turkey,1
w0533,1980,8,The Tax Advantages of Pension Fund Investments in Bonds,2
w0534,1980,8,"Incomplete Information, Risk Shifting, and Employment Fluctuations",1
w0535,1980,8,Some Aspects of the Canadian Experience with Flexible Exchange Rates in the 1970s,3
w0536,1980,8,Further Evidence on the Value of Professional Investment Research,2
w0537,1980,8,Exchange-Rate Expectations and Nominal Interest Differentials: A Test ofthe Fisher Hypothesis,2
w0538,1980,8,Estimated Effects of the October 1979 Change in Monetary Policy on the 1980 Economy,1
w0539,1980,8,Time Preference and Health: An Exploratory Study,3
w0540,1980,9,"Intermediate Imports, the Terms of Trade, and the Dynamics of the Exchange Rate and Current Account",2
w0541,1980,9,Three Papers on Brazilian Trade and Payments,NA
w0542,1980,9,Expected Inflation and Equity Prices: A Structural Econometric Approach,NA
w0543,1980,9,The Economics of Tenure Choice: 1955-79,3
w0544,1980,9,Gold Monetization and Gold Discipline,1
w0545,1980,9,Staggered Wage Setting without Money Illusion: Variations on a Theme of Taylor,2
w0546,1980,8,"Taxation, Portfolio Choice, and Debt-Equity Ratios: A General Equilibrium Model",1
w0547,1980,9,Inflation and the Tax Treatment of Firm Behavior,1
w0548,1980,9,"Transfers, Taxes, and the NAIRU",2
w0549,1980,9,The Timing of Monetary and Price Changes and the International Transmission of Inflation,2
w0550,1980,9,"Government Intervention in the Inflation Process: The Econometrics of ""Self-Inflicted Wounds""",1
w0551,1980,9,The Variance and Acceleration of Inflation in the 1970s: Alternative Explanatory Models and Methods,NA
w0552,1980,9,"Wages, Nonwage Job Characteristics, and Labor Mobility",2
w0553,1980,9,"Inflation, Income Taxes, and Owner-Occupied Housing",1
w0554,1980,9,Oil and the Dollar,3
w0555,1980,9,Inflation Stabilization and Capital Mobility,3
w0556,1980,9,Trade Adjustment Assistance under the U.S. Trade Act of 1974: An Analytical Examination and Worker Survey,3
w0557,1980,10,Capital Mobility and Devaluation in an Optimizing Model with Rational Expectations,1
w0558,1981,10,Tests of Equilibrium Macroeconomics Using Contemporaneous Monetary Data,2
w0559,1980,10,Price Level Determinacy with an Interest Rate Policy Rule and Rational Expectations,2
w0560,1980,10,The Importance of Lifetime Jobs in the U.S. Economy,1
w0561,1980,10,Patents and R and D at the Firm Level: A First Look,2
w0562,1980,10,Reconsidering the Work Disincentive Effects of Social Security,2
w0563,1980,10,Alternative Tests of Rational Expectations Models: The Case of the Term Structure,2
w0564,1980,10,The Determinants of the Variability of Stock Market Prices,1
w0565,1980,10,The Use of Volatility Measures in Assessing Market Efficiency,2
w0566,1980,10,"Asset Prices, Substitution Effects, and the Impact of Changes in Asset Stocks",2
w0567,1980,10,Two Notes on Exchange Rate Rules and on the Real Value of External Debt,1
w0568,1980,10,Private Pensions and Inflation,1
w0569,1980,10,The Collapse of Purchasing Power Parities during the 1970s,2
w0570,1980,10,Wage and Employment Determinants under Trade Unionism: The International Typographical Union,1
w0571,1980,10,"International Trade, Indebtedness, and Welfare Repercussions among Supply-Constrained Economies under Floating Exchange Rates",3
w0572,1980,10,Accumulation and Growth in a Two-Country Model: A Simulation Approach,2
w0573,1980,10,Consistent Simple Sum Aggregation over Assets,NA
